Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
State-Specific,OK,OK-020,duiStateLaws,What is Oklahoma zero tolerance BAC limit for drivers under 21?,0.00 percent,0.02 percent,0.04 percent,0.05 percent,A,0,Oklahoma has absolute zero tolerance for drivers under 21. Any detectable alcohol results in penalties.
State-Specific,OK,OK-021,duiStateLaws,What is the BAC limit for commercial drivers in Oklahoma?,0.08 percent,0.06 percent,0.04 percent,0.02 percent,C,2,Commercial drivers in Oklahoma face a 0.04 percent BAC limit while operating commercial vehicles.
State-Specific,OK,OK-022,duiStateLaws,What happens if you refuse a BAC test in Oklahoma?,Warning only,180-day license revocation,90 day suspension,Same as passing,B,1,Refusing a BAC test in Oklahoma results in a 180-day license revocation for the first refusal.
State-Specific,OK,OK-023,duiStateLaws,How many years does Oklahoma look back for repeat DUI offenses?,5 years,10 years,7 years,Lifetime,B,1,Oklahoma uses a 10-year lookback period for determining repeat DUI offenses and enhanced penalties.
State-Specific,OK,OK-024,duiStateLaws,What is Oklahoma implied consent law?,Consent to searches,Operating a vehicle constitutes consent to chemical testing,Consent to field tests,Consent to blood only,B,1,Oklahoma implied consent means operating a vehicle constitutes automatic consent to chemical testing when lawfully arrested.
State-Specific,OK,OK-025,duiStateLaws,When does DUI become a felony in Oklahoma?,Second offense within 10 years,Third offense,Fourth offense,Never,A,0,A second DUI within 10 years is a felony in Oklahoma with enhanced penalties.
State-Specific,OK,OK-026,duiStateLaws,What is required for Oklahoma DUI offenders?,Nothing special,Ignition interlock device for all offenders,Community service only,Fines only,B,1,Oklahoma requires ignition interlock devices for DUI offenders including first-time offenders in many cases.
State-Specific,OK,OK-027,insurance,Is Oklahoma an at-fault or no-fault insurance state?,No-fault,At-fault,Choice system,Hybrid,B,1,Oklahoma is an at-fault state meaning the driver who caused an accident is responsible for damages.
State-Specific,OK,OK-028,insurance,Does Oklahoma require liability insurance?,No it is optional,Yes liability insurance is mandatory,Only for new cars,Only for financed vehicles,B,1,Oklahoma requires all drivers to maintain liability insurance and carry proof in their vehicle.
State-Specific,OK,OK-029,insurance,Must Oklahoma drivers carry proof of insurance?,Only at registration,Yes at all times while operating a vehicle,Only for new cars,Only after accidents,B,1,Oklahoma requires proof of insurance at all times and drivers must present it when requested by law enforcement.
State-Specific,OK,OK-030,insurance,What happens if you drive without insurance in Oklahoma?,Warning only,Fines license suspension and registration suspension,Points only,Small fine,B,1,Driving without insurance in Oklahoma results in fines license suspension and vehicle registration suspension.
State-Specific,OK,OK-031,stateUnique,When must headlights be used in Oklahoma?,Sunset to sunrise only,30 minutes after sunset to 30 minutes before sunrise and when visibility is under 500 feet,Only in rain,Only on highways,B,1,Oklahoma requires headlights from 30 minutes after sunset to 30 minutes before sunrise and when visibility is reduced.
State-Specific,OK,OK-032,stateUnique,What is Oklahoma Move Over law?,Emergency vehicles only,Slow down and move over for emergency and service vehicles,Police only,No move over law,B,1,Oklahoma requires slowing down and moving over for emergency vehicles and roadside assistance vehicles with flashing lights.
State-Specific,OK,OK-033,stateUnique,What is the maximum speed limit on Oklahoma interstate highways?,70 mph,75 mph,80 mph,65 mph,B,1,Oklahoma maximum speed limit on rural turnpikes and interstates is 75 mph.
State-Specific,OK,OK-034,stateUnique,What should Oklahoma drivers know about severe weather?,Mild climate,Oklahoma is in Tornado Alley with frequent severe storms,Only spring storms,Tornadoes are rare,B,1,Oklahoma is in Tornado Alley. Severe thunderstorms and tornadoes are common. Know emergency procedures and seek shelter when warned.
State-Specific,OK,OK-035,stateUnique,What is Oklahoma law regarding school buses?,Stop only on same side,Stop in both directions unless divided by barrier,Slow to 25 mph,Stop only if signaled,B,1,Oklahoma requires all traffic from both directions to stop for school buses with flashing red lights unless separated by a physical barrier.
State-Specific,OK,OK-036,stateUnique,Are right turns on red permitted in Oklahoma?,Never,Yes after complete stop unless prohibited,Only outside cities,Only with arrow,B,1,Right turns on red are permitted in Oklahoma after a complete stop unless a sign prohibits it.
State-Specific,OK,OK-037,stateUnique,What should Oklahoma drivers know about the turnpike system?,No toll roads,Extensive turnpike system with PikePass electronic payment,Free for residents,Cash only,B,1,Oklahoma has an extensive turnpike system. PikePass electronic payment provides discounts and faster travel.
State-Specific,OK,OK-038,stateUnique,What should Oklahoma drivers watch for in rural areas?,Nothing special,Oil field equipment and cattle guards on roads,Only on private roads,Only during drilling,B,1,Oklahoma rural roads may have oil field equipment cattle guards and livestock. Stay alert especially in agricultural areas.
State-Specific,OK,OK-039,stateUnique,How close can you park to a fire hydrant in Oklahoma?,10 feet,15 feet,20 feet,5 feet,B,1,Oklahoma law prohibits parking within 15 feet of a fire hydrant.
State-Specific,OK,OK-040,stateUnique,What should Oklahoma drivers know about flash flooding?,Not a concern,Flash flooding can occur rapidly in low areas and road dips,Only near rivers,Only in spring,B,1,Oklahoma experiences flash flooding especially in low-water crossings. Never drive through flooded roads.
State-Specific,OR,OR-001,gdlLicensing,At what age can an Oregon teen obtain a learner's permit?,14,15,16,14 and a half,B,1,Oregon issues instruction permits at age 15.
State-Specific,OR,OR-002,gdlLicensing,How long must an Oregon teen hold an instruction permit?,6 months,12 months,9 months,3 months,A,0,Oregon requires teens to hold an instruction permit for at least 6 months before road testing.
State-Specific,OR,OR-003,gdlLicensing,How many hours of supervised driving practice are required in Oregon?,30 hours,50 hours,100 hours with parent or 50 with instructor,40 hours,C,2,Oregon requires 100 hours of supervised driving with parent or 50 hours with a certified instructor including practice at night.
State-Specific,OR,OR-004,gdlLicensing,At what age can an Oregon teen obtain a provisional license?,15 and a half,16,17,16 and a half,B,1,Oregon teens can obtain a provisional license at age 16 after completing all permit requirements.
State-Specific,OR,OR-005,gdlLicensing,What are the nighttime restrictions for Oregon provisional drivers?,10pm to 5am,Midnight to 5am for first year,11pm to 5am,9pm to 6am,B,1,Oregon provisional drivers cannot drive between midnight and 5am during the first year unless for work school or emergencies.
State-Specific,OR,OR-006,gdlLicensing,How many passengers can an Oregon provisional driver carry in first 6 months?,No limit,No passengers under 20 for first 6 months unless family,1 passenger,Only immediate family,B,1,During the first 6 months Oregon provisional drivers may not carry passengers under 20 unless they are family.
State-Specific,OR,OR-007,gdlLicensing,After 6 months how many passengers can Oregon provisional drivers carry?,No limit,3 passengers under 20,2 passengers,Same as first 6 months,B,1,After 6 months Oregon provisional drivers may carry up to 3 passengers under 20.
State-Specific,OR,OR-008,gdlLicensing,At what age can an Oregon driver obtain a full license?,17,18,21,16 and a half,B,1,Oregon drivers can obtain a full unrestricted license at age 18.
State-Specific,OR,OR-009,gdlLicensing,Who must supervise an Oregon permit holder?,Any licensed driver,Licensed driver 21 or older,Parent only,Licensed driver 25 or older,B,1,Oregon permit holders must be supervised by a licensed driver at least 21 years old.
State-Specific,OR,OR-010,gdlLicensing,Is driver education required in Oregon?,No it is optional,Yes ODOT-approved course required for under 18,Only for permit holders under 16,Only after violations,B,1,Oregon requires completion of an ODOT-approved driver education course for all drivers under 18.
State-Specific,OR,OR-011,gdlLicensing,What happens if an Oregon provisional driver violates restrictions?,Warning only,90-day license suspension,Points only,Fine only,B,1,Violating provisional restrictions in Oregon can result in a 90-day license suspension.
State-Specific,OR,OR-012,gdlLicensing,What driving log must Oregon teens maintain?,None required,Supervised driving log certified by parent,Only instructor hours,50-hour log,B,1,Oregon requires teens to maintain a log of supervised driving hours certified by a parent or guardian.
State-Specific,OR,OR-013,cellPhone,What is Oregon cell phone law for drivers under 18?,Hands-free only,No mobile device use at all while driving,Same as adults,Texting only banned,B,1,Oregon prohibits all mobile device use for drivers under 18 while driving.
State-Specific,OR,OR-014,cellPhone,What is Oregon cell phone law for all drivers?,No restrictions,Handheld phones banned for all drivers,Texting ban only,Only in school zones,B,1,Oregon bans all handheld mobile device use for all drivers regardless of age.
State-Specific,OR,OR-015,cellPhone,How is Oregon cell phone law enforced?,Secondary offense,Primary offense,Warning only,Varies by county,B,1,Oregon cell phone law is a primary offense meaning police can stop drivers solely for observed violations.
State-Specific,OR,OR-016,cellPhone,What are the penalties for cell phone violations in Oregon?,25 dollars,Up to 1000 dollars for first and 2500 for subsequent,100 dollars,Warning first,B,1,Oregon fines can reach up to 1000 dollars for first offense and 2500 dollars for subsequent violations.
State-Specific,OR,OR-017,cellPhone,Can Oregon drivers touch their phone at all?,Yes for one touch,No cannot hold or touch device while driving,Only for calls,Only for GPS,A,0,Oregon allows single touch to activate or end a call but prolonged holding or manipulation is prohibited.
State-Specific,OR,OR-018,cellPhone,What makes Oregon cell phone penalties unique?,Same as other states,Among the highest fines in the nation,No fines,Points only,B,1,Oregon has among the highest cell phone violation fines in the nation with potential fines of 1000 to 2500 dollars.
State-Specific,OR,OR-019,duiStateLaws,What is Oregon's term for impaired driving?,DUI,DUII,DWI,OVI,B,1,Oregon uses DUII which stands for Driving Under the Influence of Intoxicants.
State-Specific,OR,OR-020,duiStateLaws,What is the standard BAC limit for adult drivers in Oregon?,0.05 percent,0.08 percent,0.10 percent,0.06 percent,B,1,Oregon standard BAC limit for adult drivers 21 and over is 0.08 percent.
State-Specific,OR,OR-021,duiStateLaws,What is Oregon zero tolerance BAC limit for drivers under 21?,0.00 percent,0.02 percent,0.04 percent,0.05 percent,A,0,Oregon has absolute zero tolerance for drivers under 21. Any detectable alcohol results in license suspension.
State-Specific,OR,OR-022,duiStateLaws,What is the BAC limit for commercial drivers in Oregon?,0.08 percent,0.06 percent,0.04 percent,0.02 percent,C,2,Commercial drivers in Oregon face a 0.04 percent BAC limit while operating commercial vehicles.
State-Specific,OR,OR-023,duiStateLaws,What happens if you refuse a BAC test in Oregon?,Warning only,1-year license suspension,90 day suspension,Same as passing,B,1,Refusing a BAC test in Oregon results in a 1-year license suspension.
State-Specific,OR,OR-024,duiStateLaws,How many years does Oregon look back for repeat DUII offenses?,5 years,Lifetime,10 years,7 years,B,1,Oregon uses a lifetime lookback for DUII offenses meaning all prior convictions affect current case penalties.
State-Specific,OR,OR-025,duiStateLaws,What is Oregon implied consent law?,Consent to searches,Driving constitutes consent to chemical testing,Consent to field tests,Consent to blood only,B,1,Oregon implied consent means driving constitutes automatic consent to chemical testing when lawfully arrested.
State-Specific,OR,OR-026,duiStateLaws,What is required for Oregon DUII offenders?,Nothing special,Ignition interlock device for all offenders,Community service only,Fines only,B,1,Oregon requires ignition interlock devices for all DUII offenders.
State-Specific,OR,OR-027,insurance,Is Oregon an at-fault or no-fault insurance state?,No-fault,At-fault,Choice system,Hybrid with PIP,D,3,Oregon is primarily at-fault but requires Personal Injury Protection (PIP) coverage creating a hybrid system.
State-Specific,OR,OR-028,insurance,What coverage is unique to Oregon?,Nothing special,Personal Injury Protection required in addition to liability,Only liability,Comprehensive required,B,1,Oregon requires Personal Injury Protection (PIP) coverage in addition to standard liability insurance.
State-Specific,OR,OR-029,insurance,Must Oregon drivers carry proof of insurance?,Only at registration,Yes at all times while operating a vehicle,Only for new cars,Only after accidents,B,1,Oregon requires proof of insurance at all times and drivers must present it when requested by law enforcement.
State-Specific,OR,OR-030,insurance,What happens if you drive without insurance in Oregon?,Warning only,Fines license suspension and SR-22 requirement,Points only,Small fine,B,1,Driving without insurance in Oregon results in fines license suspension and requirement to file SR-22 proof of insurance.
State-Specific,OR,OR-031,stateUnique,When must headlights be used in Oregon?,Sunset to sunrise only,When conditions require use of wipers and at all times of limited visibility,Only in rain,Only on highways,B,1,Oregon requires headlights whenever conditions require use of windshield wipers and during periods of limited visibility.
State-Specific,OR,OR-032,stateUnique,What is Oregon Move Over law?,Emergency vehicles only,Slow down and move over for emergency and roadside assistance vehicles,Police only,No move over law,B,1,Oregon requires slowing down and moving over for emergency vehicles and roadside assistance vehicles with flashing lights.
State-Specific,OR,OR-033,stateUnique,What is the maximum speed limit on Oregon interstate highways?,65 mph,70 mph,75 mph,55 mph,B,1,Oregon maximum speed limit on rural interstate highways is 70 mph.
State-Specific,OR,OR-034,stateUnique,What is unique about Oregon gas stations?,Self-service everywhere,Full-service required with some self-serve exceptions in rural areas,Cash only,No pumping restrictions,B,1,Oregon requires full-service gas pumping in most areas with some self-serve exceptions in rural counties.
State-Specific,OR,OR-035,stateUnique,What is Oregon law regarding school buses?,Stop only on same side,Stop in both directions unless divided by median,Slow to 25 mph,Stop only if signaled,B,1,Oregon requires all traffic from both directions to stop for school buses with flashing red lights unless separated by a median.
State-Specific,OR,OR-036,stateUnique,Are right turns on red permitted in Oregon?,Never,Yes after complete stop unless prohibited,Only outside Portland,Only with arrow,B,1,Right turns on red are permitted in Oregon after a complete stop unless a sign prohibits it.
State-Specific,OR,OR-037,stateUnique,What should Oregon drivers know about coastal roads?,Standard conditions,Coastal fog rain and winding roads require caution,Always sunny,Same as inland,B,1,Oregon coastal roads can have sudden fog heavy rain and winding conditions. Reduce speed and use headlights.
State-Specific,OR,OR-038,stateUnique,What should Oregon drivers know about mountain passes?,No mountains,Winter conditions may require chains or traction tires,Chains always required,Closed in winter,B,1,Oregon mountain passes may require chains or traction tires in winter. Check road conditions before mountain travel.
State-Specific,OR,OR-039,stateUnique,How close can you park to a fire hydrant in Oregon?,10 feet,10 feet,15 feet,20 feet,B,1,Oregon law prohibits parking within 10 feet of a fire hydrant.
State-Specific,OR,OR-040,stateUnique,What should Oregon drivers know about studded tires?,Legal year-round,Only permitted from November 1 to April 1,Never permitted,Only in mountains,B,1,Oregon allows studded tires only from November 1 through April 1 to protect road surfaces.
State-Specific,PA,PA-001,gdlLicensing,At what age can a Pennsylvania teen obtain a learner's permit?,15,16,17,14,B,1,Pennsylvania issues learner's permits at age 16.
State-Specific,PA,PA-002,gdlLicensing,How long must a Pennsylvania teen hold a learner's permit?,3 months,6 months,12 months,9 months,B,1,Pennsylvania requires teens to hold a learner's permit for at least 6 months before road testing.
State-Specific,PA,PA-003,gdlLicensing,How many hours of supervised driving practice are required in Pennsylvania?,30 hours,65 hours,50 hours,40 hours,B,1,Pennsylvania requires 65 hours of supervised driving practice including 10 hours at night and 5 in bad weather.
State-Specific,PA,PA-004,gdlLicensing,At what age can a Pennsylvania teen obtain a junior license?,16,16 and a half,17,15,B,1,Pennsylvania teens can obtain a junior license at 16 and a half after completing all permit requirements.
State-Specific,PA,PA-005,gdlLicensing,What are the nighttime restrictions for Pennsylvania junior drivers?,10pm to 5am,11pm to 5am,Midnight to 5am,9pm to 6am,B,1,Pennsylvania junior drivers cannot drive between 11pm and 5am unless for work school or emergencies.
State-Specific,PA,PA-006,gdlLicensing,How many passengers can a Pennsylvania junior driver carry in first 6 months?,No limit,No more passengers than seat belts and no more than 1 under 18 unless family,2 passengers,Only family members,B,1,Pennsylvania junior drivers are limited to the number of seat belts with only 1 non-family passenger under 18 unless family members.
State-Specific,PA,PA-007,gdlLicensing,At what age can a Pennsylvania driver obtain a full license?,17,18,21,17 and a half,B,1,Pennsylvania drivers can obtain a full unrestricted license at age 18.
State-Specific,PA,PA-008,gdlLicensing,Who must supervise a Pennsylvania permit holder?,Any licensed driver,Licensed driver 21 or older,Parent only,Licensed driver 18 or older,B,1,Pennsylvania permit holders must be supervised by a licensed driver at least 21 years old.
State-Specific,PA,PA-009,gdlLicensing,Is driver education required in Pennsylvania?,No it is optional,Not required but reduces supervised hours to 50,Only for permit holders under 17,Only after violations,B,1,Driver education is not required but completing it reduces the supervised driving requirement from 65 to 50 hours.
State-Specific,PA,PA-010,gdlLicensing,What happens if a Pennsylvania junior driver violates restrictions?,Warning only,90-day license suspension,Points only,Fine only,B,1,Violating junior license restrictions in Pennsylvania results in a 90-day license suspension.
State-Specific,PA,PA-011,gdlLicensing,What must Pennsylvania junior drivers display?,Nothing required,Suggested to have a sign but not required,Student driver sign,Reflective decals,A,0,Pennsylvania does not require junior drivers to display any special signs or markings.
State-Specific,PA,PA-012,gdlLicensing,Can Pennsylvania parents add restrictions to their teen's license?,No state rules only,Yes by notifying PennDOT,Only first 30 days,Only for curfew,B,1,Pennsylvania parents can work with PennDOT to add additional restrictions to their teen's license.
State-Specific,PA,PA-013,cellPhone,What is Pennsylvania cell phone law for drivers under 18?,Hands-free only,No interactive wireless device use while driving,Same as adults,Texting only banned,B,1,Pennsylvania prohibits all interactive wireless device use for drivers under 18 while driving.
State-Specific,PA,PA-014,cellPhone,What is Pennsylvania cell phone law for all drivers?,No restrictions,Texting while driving prohibited,Hands-free required,Only in school zones,B,1,Pennsylvania prohibits texting while driving for all drivers but allows handheld calls for adults.
State-Specific,PA,PA-015,cellPhone,How is Pennsylvania texting ban enforced?,Secondary offense,Primary offense,Warning only,Varies by county,B,1,Pennsylvania texting ban is a primary offense meaning police can stop drivers solely for observed violations.
State-Specific,PA,PA-016,cellPhone,What are the penalties for texting while driving in Pennsylvania?,25 dollars,50 dollars,100 dollars,Warning first,B,1,Pennsylvania fines for texting while driving are 50 dollars.
State-Specific,PA,PA-017,cellPhone,Does Pennsylvania add points for texting violations?,No,No points for texting,3 points,5 points,B,1,Pennsylvania does not add points to driving records for texting violations.
State-Specific,PA,PA-018,cellPhone,What happens to a Pennsylvania driver under 18 who uses a device?,Fine only,License suspension possible,Warning,Points only,B,1,Pennsylvania drivers under 18 who violate the device ban face possible license suspension in addition to fines.
State-Specific,PA,PA-019,duiStateLaws,What is the standard BAC limit for adult drivers in Pennsylvania?,0.05 percent,0.08 percent,0.10 percent,0.06 percent,B,1,Pennsylvania standard BAC limit for adult drivers 21 and over is 0.08 percent.
State-Specific,PA,PA-020,duiStateLaws,What is Pennsylvania zero tolerance BAC limit for drivers under 21?,0.00 percent,0.02 percent,0.04 percent,0.05 percent,B,1,Pennsylvania has a 0.02 percent BAC limit for drivers under 21.
State-Specific,PA,PA-021,duiStateLaws,What is the BAC limit for commercial drivers in Pennsylvania?,0.08 percent,0.06 percent,0.04 percent,0.02 percent,C,2,Commercial drivers in Pennsylvania face a 0.04 percent BAC limit while operating commercial vehicles.
State-Specific,PA,PA-022,duiStateLaws,What happens if you refuse a BAC test in Pennsylvania?,Warning only,12-month license suspension,90 day suspension,Same as passing,B,1,Refusing a BAC test in Pennsylvania results in a 12-month license suspension.
State-Specific,PA,PA-023,duiStateLaws,How many years does Pennsylvania look back for repeat DUI offenses?,5 years,10 years,7 years,Lifetime,B,1,Pennsylvania uses a 10-year lookback period for determining repeat DUI offenses and enhanced penalties.
State-Specific,PA,PA-024,duiStateLaws,What is Pennsylvania implied consent law?,Consent to searches,Driving constitutes consent to chemical testing,Consent to field tests,Consent to blood only,B,1,Pennsylvania implied consent means driving constitutes automatic consent to chemical testing when lawfully arrested.
State-Specific,PA,PA-025,duiStateLaws,What BAC levels create tiered penalties in Pennsylvania?,Only 0.08,General impairment 0.08 to 0.099 high 0.10 to 0.159 highest 0.16 plus,Only 0.16 plus,Same penalty all levels,B,1,Pennsylvania has tiered DUI penalties based on BAC: general impairment high BAC and highest BAC with increasing consequences.
State-Specific,PA,PA-026,duiStateLaws,What is unique about Pennsylvania DUI penalties?,Standard penalties,Three-tier system based on BAC level with different consequences,Only fines,No license suspension,B,1,Pennsylvania uses a unique three-tier system with penalties escalating based on BAC level.
State-Specific,PA,PA-027,insurance,Is Pennsylvania an at-fault or no-fault insurance state?,At-fault,Choice no-fault system,Pure no-fault,Hybrid,B,1,Pennsylvania offers a choice system where drivers can select full tort or limited tort coverage options.
State-Specific,PA,PA-028,insurance,What are Pennsylvania's insurance coverage options?,Standard only,Full tort or limited tort options,Only liability,No-fault only,B,1,Pennsylvania allows drivers to choose between full tort or limited tort options affecting their right to sue for damages.
State-Specific,PA,PA-029,insurance,Must Pennsylvania drivers carry proof of insurance?,Only at registration,Yes at all times while operating a vehicle,Only for new cars,Only after accidents,B,1,Pennsylvania requires proof of insurance at all times and drivers must present it when requested by law enforcement.
State-Specific,PA,PA-030,insurance,What happens if you drive without insurance in Pennsylvania?,Warning only,3-month license suspension and registration suspension,Points only,Small fine,B,1,Driving without insurance in Pennsylvania results in a 3-month license and registration suspension plus reinstatement fees.
State-Specific,PA,PA-031,stateUnique,When must headlights be used in Pennsylvania?,Sunset to sunrise only,Sunset to sunrise and when wipers are in continuous use,Only in rain,Only on highways,B,1,Pennsylvania requires headlights from sunset to sunrise and whenever windshield wipers are in continuous use.
State-Specific,PA,PA-032,stateUnique,What is Pennsylvania Move Over law?,Emergency vehicles only,Slow down and move over for emergency and service vehicles,Police only,No move over law,B,1,Pennsylvania requires slowing down and moving over for emergency vehicles and service vehicles with flashing lights.
State-Specific,PA,PA-033,stateUnique,What is the maximum speed limit on Pennsylvania interstate highways?,65 mph,70 mph,75 mph,55 mph,B,1,Pennsylvania maximum speed limit on rural interstate highways is 70 mph.
State-Specific,PA,PA-034,stateUnique,What should Pennsylvania drivers know about the Turnpike?,No toll roads,Major toll road with E-ZPass and toll by plate,Free for residents,Cash only,B,1,The Pennsylvania Turnpike is a major toll road using E-ZPass electronic payment and toll by plate billing.
State-Specific,PA,PA-035,stateUnique,What is Pennsylvania law regarding school buses?,Stop only on same side,Stop in both directions unless divided by barrier,Slow to 25 mph,Stop only if signaled,B,1,Pennsylvania requires all traffic from both directions to stop for school buses with flashing red lights unless separated by a physical barrier.
State-Specific,PA,PA-036,stateUnique,Are right turns on red permitted in Pennsylvania?,Never in Philadelphia,Yes except in Philadelphia where prohibited unless signed otherwise,Always permitted,Only with arrow,B,1,Right on red is prohibited in Philadelphia unless a sign permits it. Elsewhere it is allowed unless prohibited.
State-Specific,PA,PA-037,stateUnique,What should Pennsylvania drivers know about deer?,Not a concern,Pennsylvania has one of the highest deer collision rates in the nation,Only in rural areas,Marked crossings only,B,1,Pennsylvania has one of the highest deer-vehicle collision rates in the nation. Be especially alert during fall and at dawn and dusk.
State-Specific,PA,PA-038,stateUnique,What should Pennsylvania mountain drivers know?,No mountains,Steep grades and curves in Appalachian regions require caution,Same as flat roads,Chains required,B,1,Pennsylvania Appalachian roads have steep grades and curves. Use lower gears on downgrades and watch for changing weather.
State-Specific,PA,PA-039,stateUnique,How close can you park to a fire hydrant in Pennsylvania?,10 feet,15 feet,20 feet,5 feet,B,1,Pennsylvania law prohibits parking within 15 feet of a fire hydrant.
State-Specific,PA,PA-040,stateUnique,What is unique about Pennsylvania vehicle inspections?,No inspections required,Annual safety inspection required for all vehicles,Only emissions,Only for new cars,B,1,Pennsylvania requires annual safety inspections for all registered vehicles.
State-Specific,RI,RI-001,gdlLicensing,At what age can a Rhode Island teen obtain a learner's permit?,15,16,17,14,B,1,Rhode Island issues learner's permits at age 16.
State-Specific,RI,RI-002,gdlLicensing,How long must a Rhode Island teen hold a learner's permit?,6 months,12 months,9 months,3 months,A,0,Rhode Island requires teens to hold a learner's permit for at least 6 months before road testing.
State-Specific,RI,RI-003,gdlLicensing,How many hours of supervised driving practice are required in Rhode Island?,30 hours,50 hours with 10 at night,40 hours,20 hours,B,1,Rhode Island requires 50 hours of supervised driving practice including 10 hours at night.
State-Specific,RI,RI-004,gdlLicensing,At what age can a Rhode Island teen obtain a limited provisional license?,16,16 and a half,17,15,B,1,Rhode Island teens can obtain a limited provisional license at 16 and a half after completing all permit requirements.
State-Specific,RI,RI-005,gdlLicensing,What are the nighttime restrictions for Rhode Island limited provisional drivers?,10pm to 5am,1am to 5am,Midnight to 5am,11pm to 6am,B,1,Rhode Island limited provisional drivers cannot drive between 1am and 5am for the first 12 months.
State-Specific,RI,RI-006,gdlLicensing,How many passengers can a Rhode Island limited provisional driver carry?,No limit,1 non-family passenger for first 12 months,2 passengers,Only family members,B,1,During the first 12 months Rhode Island limited provisional drivers may carry only 1 non-family passenger.
State-Specific,RI,RI-007,gdlLicensing,At what age can a Rhode Island driver obtain a full license?,17,17 and a half,18,16 and a half,B,1,Rhode Island drivers can obtain a full license at 17 and a half after completing all provisional requirements.
State-Specific,RI,RI-008,gdlLicensing,Who must supervise a Rhode Island permit holder?,Any licensed driver,Licensed driver 21 or older with 5 years experience,Parent only,Any adult,B,1,Rhode Island permit holders must be supervised by a licensed driver at least 21 years old with at least 5 years of experience.
State-Specific,RI,RI-009,gdlLicensing,Is driver education required in Rhode Island?,No it is optional,Yes 33 hours classroom and 6 hours driving required,Only classroom portion,Only for under 17,B,1,Rhode Island requires 33 hours of classroom instruction and 6 hours of behind-the-wheel training for drivers under 18.
State-Specific,RI,RI-010,gdlLicensing,What happens if a Rhode Island provisional driver commits a violation?,Warning only,6-month license suspension,Points only,Fine only,B,1,Rhode Island provisional drivers who commit moving violations face a 6-month license suspension.
State-Specific,RI,RI-011,gdlLicensing,What must Rhode Island teens complete before getting a permit?,Nothing additional,Driver education course,Only written test,Only vision test,B,1,Rhode Island requires completion of a driver education course before obtaining a learner's permit.
State-Specific,RI,RI-012,gdlLicensing,Can Rhode Island parents restrict their teen's driving further?,No state rules only,Yes by notifying DMV,Only first 30 days,Only for curfew,B,1,Rhode Island parents can request additional restrictions on their teen's license through the DMV.
State-Specific,RI,RI-013,cellPhone,What is Rhode Island cell phone law for drivers under 18?,Hands-free only,No cell phone use at all while driving,Same as adults,Texting only banned,B,1,Rhode Island prohibits all cell phone use for drivers under 18 while driving.
State-Specific,RI,RI-014,cellPhone,What is Rhode Island cell phone law for all drivers?,No restrictions,Handheld phones banned for all drivers,Texting ban only,Only in school zones,B,1,Rhode Island bans all handheld phone use for all drivers regardless of age.
State-Specific,RI,RI-015,cellPhone,How is Rhode Island hands-free law enforced?,Secondary offense,Primary offense,Warning only,Varies by city,B,1,Rhode Island hands-free law is a primary offense meaning police can stop drivers solely for observed violations.
State-Specific,RI,RI-016,cellPhone,What are the penalties for cell phone violations in Rhode Island?,25 dollars,100 dollars first 250 second 500 third,50 dollars,Warning first,B,1,Rhode Island fines are 100 dollars for first offense 250 for second and 500 for third and subsequent violations.
State-Specific,RI,RI-017,cellPhone,Does Rhode Island add points for cell phone violations?,No,No points but fines increase,3 points,5 points,B,1,Rhode Island does not add points for cell phone violations but fines increase significantly for repeat offenses.
State-Specific,RI,RI-018,cellPhone,Can Rhode Island drivers use phones while stopped in traffic?,Yes when stopped,No cannot use handheld even when stopped,Only at red lights,Only for emergencies,B,1,Rhode Island prohibits handheld phone use even when stopped in traffic or at red lights.
State-Specific,RI,RI-019,duiStateLaws,What is the standard BAC limit for adult drivers in Rhode Island?,0.05 percent,0.08 percent,0.10 percent,0.06 percent,B,1,Rhode Island standard BAC limit for adult drivers 21 and over is 0.08 percent.
State-Specific,RI,RI-020,duiStateLaws,What is Rhode Island zero tolerance BAC limit for drivers under 21?,0.00 percent,0.02 percent,0.04 percent,0.05 percent,B,1,Rhode Island has a 0.02 percent BAC limit for drivers under 21.
State-Specific,RI,RI-021,duiStateLaws,What is the BAC limit for commercial drivers in Rhode Island?,0.08 percent,0.06 percent,0.04 percent,0.02 percent,C,2,Commercial drivers in Rhode Island face a 0.04 percent BAC limit while operating commercial vehicles.
State-Specific,RI,RI-022,duiStateLaws,What happens if you refuse a BAC test in Rhode Island?,Warning only,6-month to 1-year license suspension,30 day suspension,Same as passing,B,1,Refusing a BAC test in Rhode Island results in license suspension from 6 months to 1 year depending on prior offenses.
State-Specific,RI,RI-023,duiStateLaws,How many years does Rhode Island look back for repeat DUI offenses?,3 years,5 years,10 years,Lifetime,B,1,Rhode Island uses a 5-year lookback period for determining repeat DUI offenses and enhanced penalties.
State-Specific,RI,RI-024,duiStateLaws,What is Rhode Island implied consent law?,Consent to searches,Driving constitutes consent to chemical testing,Consent to field tests,Consent to blood only,B,1,Rhode Island implied consent means driving constitutes automatic consent to chemical testing when lawfully arrested.
State-Specific,RI,RI-025,duiStateLaws,What BAC level triggers enhanced penalties in Rhode Island?,0.10 percent,0.10 percent or higher for BAC enhanced penalties,0.15 percent,0.20 percent,B,1,Rhode Island has enhanced penalties for DUI with BAC of 0.10 percent or higher or 0.15 percent or higher.
